auktion_id,auktionstype,auktionsnavn,auktionsdato,saeson,dag_tema,event_id,event_navn,katalogomkostning,max_lots
O00368,online,Onlineauktion uge 19 2023 – Smykker/Fashion/Ure,2023-05-10,,Smykker/Fashion/Ure,,,,
O00369,online,Onlineauktion uge 20 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-05-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00370,online,Onlineauktion uge 20 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-05-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00371,online,Onlineauktion uge 20 2023 – Smykker/Fashion/Ure,2023-05-17,,Smykker/Fashion/Ure,,,,
O00372,online,Onlineauktion uge 21 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-05-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00373,online,Onlineauktion uge 21 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-05-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00374,online,Onlineauktion uge 21 2023 – Smykker/Fashion/Ure,2023-05-24,,Smykker/Fashion/Ure,,,,
O00375,online,Onlineauktion uge 22 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-05-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00376,online,Onlineauktion uge 22 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-05-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00377,online,Onlineauktion uge 22 2023 – Smykker/Fashion/Ure,2023-05-31,,Smykker/Fashion/Ure,,,,
L00460,live,Sommersauktion 2023 – Ældre Møbler/Ældre Kunst,2023-06-05,Sommer,Ældre Møbler/Ældre Kunst,E20232,Sommer 2023,121047,200
O00378,online,Onlineauktion uge 23 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-06-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00461,live,Sommersauktion 2023 – Varia/Moderne Design,2023-06-06,Sommer,Varia/Moderne Design,E20232,Sommer 2023,105060,200
O00379,online,Onlineauktion uge 23 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-06-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00462,live,Sommersauktion 2023 – Moderne Møbler/Moderne Kunst,2023-06-07,Sommer,Moderne Møbler/Moderne Kunst,E20232,Sommer 2023,76511,200
O00380,online,Onlineauktion uge 23 2023 – Smykker/Fashion/Ure,2023-06-07,,Smykker/Fashion/Ure,,,,
L00463,live,Sommersauktion 2023 – Smykker/Fashion/Ure,2023-06-08,Sommer,Smykker/Fashion/Ure,E20232,Sommer 2023,213545,200
O00381,online,Onlineauktion uge 24 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-06-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00382,online,Onlineauktion uge 24 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-06-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00383,online,Onlineauktion uge 24 2023 – Smykker/Fashion/Ure,2023-06-14,,Smykker/Fashion/Ure,,,,
O00384,online,Onlineauktion uge 25 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-06-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00385,online,Onlineauktion uge 25 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-06-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00386,online,Onlineauktion uge 25 2023 – Smykker/Fashion/Ure,2023-06-21,,Smykker/Fashion/Ure,,,,
O00387,online,Onlineauktion uge 26 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-06-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00388,online,Onlineauktion uge 26 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-06-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00389,online,Onlineauktion uge 26 2023 – Smykker/Fashion/Ure,2023-06-28,,Smykker/Fashion/Ure,,,,
O00390,online,Onlineauktion uge 27 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-07-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00391,online,Onlineauktion uge 27 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-07-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00392,online,Onlineauktion uge 27 2023 – Smykker/Fashion/Ure,2023-07-05,,Smykker/Fashion/Ure,,,,
O00393,online,Onlineauktion uge 31 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-07-31,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00394,online,Onlineauktion uge 31 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-08-01,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00395,online,Onlineauktion uge 31 2023 – Smykker/Fashion/Ure,2023-08-02,,Smykker/Fashion/Ure,,,,
O00396,online,Onlineauktion uge 32 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-08-07,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00397,online,Onlineauktion uge 32 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-08-08,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00398,online,Onlineauktion uge 32 2023 – Smykker/Fashion/Ure,2023-08-09,,Smykker/Fashion/Ure,,,,
O00399,online,Onlineauktion uge 33 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-08-14,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00400,online,Onlineauktion uge 33 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-08-15,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00401,online,Onlineauktion uge 33 2023 – Smykker/Fashion/Ure,2023-08-16,,Smykker/Fashion/Ure,,,,
O00402,online,Onlineauktion uge 34 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-08-21,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00403,online,Onlineauktion uge 34 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-08-22,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00404,online,Onlineauktion uge 34 2023 – Smykker/Fashion/Ure,2023-08-23,,Smykker/Fashion/Ure,,,,
O00405,online,Onlineauktion uge 35 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-08-28,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00406,online,Onlineauktion uge 35 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-08-29,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00407,online,Onlineauktion uge 35 2023 – Smykker/Fashion/Ure,2023-08-30,,Smykker/Fashion/Ure,,,,
O00408,online,Onlineauktion uge 36 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-09-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00409,online,Onlineauktion uge 36 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-09-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00410,online,Onlineauktion uge 36 2023 – Smykker/Fashion/Ure,2023-09-06,,Smykker/Fashion/Ure,,,,
O00411,online,Onlineauktion uge 37 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-09-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00412,online,Onlineauktion uge 37 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-09-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00413,online,Onlineauktion uge 37 2023 – Smykker/Fashion/Ure,2023-09-13,,Smykker/Fashion/Ure,,,,
L00464,live,Efterårsauktion 2023 – Ældre Møbler/Ældre Kunst,2023-09-18,Efterår,Ældre Møbler/Ældre Kunst,E20233,Efterår 2023,113814,200
O00414,online,Onlineauktion uge 38 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-09-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00465,live,Efterårsauktion 2023 – Varia/Moderne Design,2023-09-19,Efterår,Varia/Moderne Design,E20233,Efterår 2023,90192,200
O00415,online,Onlineauktion uge 38 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-09-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00466,live,Efterårsauktion 2023 – Moderne Møbler/Moderne Kunst,2023-09-20,Efterår,Moderne Møbler/Moderne Kunst,E20233,Efterår 2023,64423,200
O00416,online,Onlineauktion uge 38 2023 – Smykker/Fashion/Ure,2023-09-20,,Smykker/Fashion/Ure,,,,
L00467,live,Efterårsauktion 2023 – Smykker/Fashion/Ure,2023-09-21,Efterår,Smykker/Fashion/Ure,E20233,Efterår 2023,181458,200
O00417,online,Onlineauktion uge 39 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-09-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00418,online,Onlineauktion uge 39 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-09-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00419,online,Onlineauktion uge 39 2023 – Smykker/Fashion/Ure,2023-09-27,,Smykker/Fashion/Ure,,,,
O00420,online,Onlineauktion uge 40 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-10-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00421,online,Onlineauktion uge 40 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-10-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00422,online,Onlineauktion uge 40 2023 – Smykker/Fashion/Ure,2023-10-04,,Smykker/Fashion/Ure,,,,
O00423,online,Onlineauktion uge 41 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-10-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00424,online,Onlineauktion uge 41 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-10-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00425,online,Onlineauktion uge 41 2023 – Smykker/Fashion/Ure,2023-10-11,,Smykker/Fashion/Ure,,,,
O00426,online,Onlineauktion uge 42 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-10-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00427,online,Onlineauktion uge 42 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-10-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00428,online,Onlineauktion uge 42 2023 – Smykker/Fashion/Ure,2023-10-18,,Smykker/Fashion/Ure,,,,
O00429,online,Onlineauktion uge 43 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-10-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00430,online,Onlineauktion uge 43 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-10-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00431,online,Onlineauktion uge 43 2023 – Smykker/Fashion/Ure,2023-10-25,,Smykker/Fashion/Ure,,,,
O00432,online,Onlineauktion uge 44 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-10-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00433,online,Onlineauktion uge 44 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-10-31,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00434,online,Onlineauktion uge 44 2023 – Smykker/Fashion/Ure,2023-11-01,,Smykker/Fashion/Ure,,,,
O00435,online,Onlineauktion uge 45 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-11-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00436,online,Onlineauktion uge 45 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-11-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00437,online,Onlineauktion uge 45 2023 – Smykker/Fashion/Ure,2023-11-08,,Smykker/Fashion/Ure,,,,
O00438,online,Onlineauktion uge 46 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-11-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00439,online,Onlineauktion uge 46 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-11-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00440,online,Onlineauktion uge 46 2023 – Smykker/Fashion/Ure,2023-11-15,,Smykker/Fashion/Ure,,,,
O00441,online,Onlineauktion uge 47 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-11-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00442,online,Onlineauktion uge 47 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-11-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00443,online,Onlineauktion uge 47 2023 – Smykker/Fashion/Ure,2023-11-22,,Smykker/Fashion/Ure,,,,
L00468,live,Vintersauktion 2023 – Ældre Møbler/Ældre Kunst,2023-11-27,Vinter,Ældre Møbler/Ældre Kunst,E20234,Vinter 2023,109264,200
O00444,online,Onlineauktion uge 48 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-11-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00469,live,Vintersauktion 2023 – Varia/Moderne Design,2023-11-28,Vinter,Varia/Moderne Design,E20234,Vinter 2023,100159,200
O00445,online,Onlineauktion uge 48 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-11-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00470,live,Vintersauktion 2023 – Moderne Møbler/Moderne Kunst,2023-11-29,Vinter,Moderne Møbler/Moderne Kunst,E20234,Vinter 2023,61714,200
O00446,online,Onlineauktion uge 48 2023 – Smykker/Fashion/Ure,2023-11-29,,Smykker/Fashion/Ure,,,,
L00471,live,Vintersauktion 2023 – Smykker/Fashion/Ure,2023-11-30,Vinter,Smykker/Fashion/Ure,E20234,Vinter 2023,165920,200
O00447,online,Onlineauktion uge 49 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-12-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00448,online,Onlineauktion uge 49 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-12-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00449,online,Onlineauktion uge 49 2023 – Smykker/Fashion/Ure,2023-12-06,,Smykker/Fashion/Ure,,,,
O00450,online,Onlineauktion uge 50 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-12-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00451,online,Onlineauktion uge 50 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-12-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00452,online,Onlineauktion uge 50 2023 – Smykker/Fashion/Ure,2023-12-13,,Smykker/Fashion/Ure,,,,
O00453,online,Onlineauktion uge 51 2023 – Ældre Kunst/Ældre Møbler/Varia,2023-12-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00454,online,Onlineauktion uge 51 2023 – Moderne Kunst/Moderne Møbler/Moderne Design,2023-12-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00455,online,Onlineauktion uge 51 2023 – Smykker/Fashion/Ure,2023-12-20,,Smykker/Fashion/Ure,,,,
O00472,online,Onlineauktion uge 2 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-01-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00473,online,Onlineauktion uge 2 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-01-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00474,online,Onlineauktion uge 2 2024 – Smykker/Fashion/Ure,2024-01-10,,Smykker/Fashion/Ure,,,,
O00475,online,Onlineauktion uge 3 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-01-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00476,online,Onlineauktion uge 3 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-01-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00477,online,Onlineauktion uge 3 2024 – Smykker/Fashion/Ure,2024-01-17,,Smykker/Fashion/Ure,,,,
O00478,online,Onlineauktion uge 4 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-01-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00479,online,Onlineauktion uge 4 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-01-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00480,online,Onlineauktion uge 4 2024 – Smykker/Fashion/Ure,2024-01-24,,Smykker/Fashion/Ure,,,,
O00481,online,Onlineauktion uge 5 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-01-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00482,online,Onlineauktion uge 5 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-01-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00483,online,Onlineauktion uge 5 2024 – Smykker/Fashion/Ure,2024-01-31,,Smykker/Fashion/Ure,,,,
O00484,online,Onlineauktion uge 6 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-02-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00485,online,Onlineauktion uge 6 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-02-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00486,online,Onlineauktion uge 6 2024 – Smykker/Fashion/Ure,2024-02-07,,Smykker/Fashion/Ure,,,,
O00487,online,Onlineauktion uge 7 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-02-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00488,online,Onlineauktion uge 7 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-02-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00489,online,Onlineauktion uge 7 2024 – Smykker/Fashion/Ure,2024-02-14,,Smykker/Fashion/Ure,,,,
O00490,online,Onlineauktion uge 8 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-02-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00491,online,Onlineauktion uge 8 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-02-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00492,online,Onlineauktion uge 8 2024 – Smykker/Fashion/Ure,2024-02-21,,Smykker/Fashion/Ure,,,,
O00493,online,Onlineauktion uge 9 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-02-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00494,online,Onlineauktion uge 9 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-02-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00495,online,Onlineauktion uge 9 2024 – Smykker/Fashion/Ure,2024-02-28,,Smykker/Fashion/Ure,,,,
L00613,live,Forårsauktion 2024 – Ældre Møbler/Ældre Kunst,2024-03-04,Forår,Ældre Møbler/Ældre Kunst,E20241,Forår 2024,107306,200
O00496,online,Onlineauktion uge 10 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-03-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00614,live,Forårsauktion 2024 – Varia/Moderne Design,2024-03-05,Forår,Varia/Moderne Design,E20241,Forår 2024,102970,200
O00497,online,Onlineauktion uge 10 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-03-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00615,live,Forårsauktion 2024 – Moderne Møbler/Moderne Kunst,2024-03-06,Forår,Moderne Møbler/Moderne Kunst,E20241,Forår 2024,81292,200
O00498,online,Onlineauktion uge 10 2024 – Smykker/Fashion/Ure,2024-03-06,,Smykker/Fashion/Ure,,,,
L00616,live,Forårsauktion 2024 – Smykker/Fashion/Ure,2024-03-07,Forår,Smykker/Fashion/Ure,E20241,Forår 2024,169088,200
O00499,online,Onlineauktion uge 11 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-03-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00500,online,Onlineauktion uge 11 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-03-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00501,online,Onlineauktion uge 11 2024 – Smykker/Fashion/Ure,2024-03-13,,Smykker/Fashion/Ure,,,,
O00502,online,Onlineauktion uge 12 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-03-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00503,online,Onlineauktion uge 12 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-03-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00504,online,Onlineauktion uge 12 2024 – Smykker/Fashion/Ure,2024-03-20,,Smykker/Fashion/Ure,,,,
O00505,online,Onlineauktion uge 13 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-03-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00506,online,Onlineauktion uge 13 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-03-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00507,online,Onlineauktion uge 13 2024 – Smykker/Fashion/Ure,2024-03-27,,Smykker/Fashion/Ure,,,,
O00508,online,Onlineauktion uge 14 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-04-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00509,online,Onlineauktion uge 14 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-04-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00510,online,Onlineauktion uge 14 2024 – Smykker/Fashion/Ure,2024-04-03,,Smykker/Fashion/Ure,,,,
O00511,online,Onlineauktion uge 15 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-04-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00512,online,Onlineauktion uge 15 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-04-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00513,online,Onlineauktion uge 15 2024 – Smykker/Fashion/Ure,2024-04-10,,Smykker/Fashion/Ure,,,,
O00514,online,Onlineauktion uge 16 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-04-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00515,online,Onlineauktion uge 16 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-04-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00516,online,Onlineauktion uge 16 2024 – Smykker/Fashion/Ure,2024-04-17,,Smykker/Fashion/Ure,,,,
O00517,online,Onlineauktion uge 17 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-04-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00518,online,Onlineauktion uge 17 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-04-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00519,online,Onlineauktion uge 17 2024 – Smykker/Fashion/Ure,2024-04-24,,Smykker/Fashion/Ure,,,,
O00520,online,Onlineauktion uge 18 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-04-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00521,online,Onlineauktion uge 18 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-04-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00522,online,Onlineauktion uge 18 2024 – Smykker/Fashion/Ure,2024-05-01,,Smykker/Fashion/Ure,,,,
O00523,online,Onlineauktion uge 19 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-05-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00524,online,Onlineauktion uge 19 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-05-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00525,online,Onlineauktion uge 19 2024 – Smykker/Fashion/Ure,2024-05-08,,Smykker/Fashion/Ure,,,,
O00526,online,Onlineauktion uge 20 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-05-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00527,online,Onlineauktion uge 20 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-05-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00528,online,Onlineauktion uge 20 2024 – Smykker/Fashion/Ure,2024-05-15,,Smykker/Fashion/Ure,,,,
O00529,online,Onlineauktion uge 21 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-05-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00530,online,Onlineauktion uge 21 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-05-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00531,online,Onlineauktion uge 21 2024 – Smykker/Fashion/Ure,2024-05-22,,Smykker/Fashion/Ure,,,,
O00532,online,Onlineauktion uge 22 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-05-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00533,online,Onlineauktion uge 22 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-05-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00534,online,Onlineauktion uge 22 2024 – Smykker/Fashion/Ure,2024-05-29,,Smykker/Fashion/Ure,,,,
L00617,live,Sommersauktion 2024 – Ældre Møbler/Ældre Kunst,2024-06-03,Sommer,Ældre Møbler/Ældre Kunst,E20242,Sommer 2024,111225,200
O00535,online,Onlineauktion uge 23 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-06-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00618,live,Sommersauktion 2024 – Varia/Moderne Design,2024-06-04,Sommer,Varia/Moderne Design,E20242,Sommer 2024,88766,200
O00536,online,Onlineauktion uge 23 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-06-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00619,live,Sommersauktion 2024 – Moderne Møbler/Moderne Kunst,2024-06-05,Sommer,Moderne Møbler/Moderne Kunst,E20242,Sommer 2024,63099,200
O00537,online,Onlineauktion uge 23 2024 – Smykker/Fashion/Ure,2024-06-05,,Smykker/Fashion/Ure,,,,
L00620,live,Sommersauktion 2024 – Smykker/Fashion/Ure,2024-06-06,Sommer,Smykker/Fashion/Ure,E20242,Sommer 2024,175393,200
O00538,online,Onlineauktion uge 24 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-06-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00539,online,Onlineauktion uge 24 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-06-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00540,online,Onlineauktion uge 24 2024 – Smykker/Fashion/Ure,2024-06-12,,Smykker/Fashion/Ure,,,,
O00541,online,Onlineauktion uge 25 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-06-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00542,online,Onlineauktion uge 25 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-06-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00543,online,Onlineauktion uge 25 2024 – Smykker/Fashion/Ure,2024-06-19,,Smykker/Fashion/Ure,,,,
O00544,online,Onlineauktion uge 26 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-06-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00545,online,Onlineauktion uge 26 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-06-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00546,online,Onlineauktion uge 26 2024 – Smykker/Fashion/Ure,2024-06-26,,Smykker/Fashion/Ure,,,,
O00547,online,Onlineauktion uge 27 2024 – Ældre Kunst/Ældre Møbler/Varia,2024-07-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00548,online,Onlineauktion uge 27 2024 – Moderne Kunst/Moderne Møbler/Moderne Design,2024-07-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00549,online,Onlineauktion uge 27 2024 – Smykker/Fashion/Ure,2024-07-03,,Smykker/Fashion/Ure,,,,
